submit_id,user_name,code,problem,lang,verdict,contest_id
73503266,VasuMavani05,"['#include<stdio.h>\r\nint mod(int);\r\nint main()\r\n{\r\n\tchar a[15],b[25];\r\n\tscanf(""%s"", a);\r\n\tscanf(""%s"", b);\r\n\tint first,second,temp,i;\r\n\t\r\n\tif(a[i]==\'s\'&&a[i]==\'u\')\r\n\t{\r\n\t\tfirst=1;\r\n\t}\r\n\tif(a[i]==\'m\')\r\n\t{\r\n\t\tfirst=2;\r\n\t}\r\n\tif(a[i]==\'t\'&&a[i+1]==\'u\')\r\n\t{\r\n\t\tfirst=3;\r\n\t}\r\n\tif(a[i]==\'w\')\r\n\t{\r\n\t\tfirst=4;\r\n\t}\r\n\tif(a[i]==\'t\'&&a[i+1]==\'h\')\r\n\t{\r\n\t\tfirst=5;\r\n\t}\r\n\tif(a[i]==\'f\')\r\n\t{\r\n\t\tfirst=6;\r\n\t}\r\n\tif(a[i]==\'s\'&&a[i]==\'a\')\r\n\t{\r\n\t\tfirst=7;\r\n\t}\r\n\t\r\n\tif(b[i]==\'s\'&&b[i]==\'u\')\r\n\t{\r\n\t\tsecond=1;\r\n\t}\r\n\tif(b[i]==\'m\')\r\n\t{\r\n\t\tsecond=2;\r\n\t}\r\n\tif(b[i]==\'t\'&&b[i+1]==\'u\')\r\n\t{\r\n\t\tsecond=3;\r\n\t}\r\n\tif(b[i]==\'w\')\r\n\t{\r\n\t\tsecond=4;\r\n\t}\r\n\tif(b[i]==\'t\'&&b[i+1]==\'h\')\r\n\t{\r\n\t\tsecond=5;\r\n\t}\r\n\tif(b[i]==\'f\')\r\n\t{\r\n\t\tsecond=6;\r\n\t}\r\n\tif(b[i]==\'s\'&&b[i]==\'a\')\r\n\t{\r\n\t\tsecond=7;\r\n\t}\r\n\t\r\n\tif(first==second)\r\n\t{\r\n\t\tprintf(""YES"");\r\n\t}\r\n\telse\r\n\t{\r\n\t\ttemp=first-second;\r\n\t\ttemp=mod(temp);\r\n\t\tif(temp==2||temp==3)\r\n\t\t{\r\n\t\t\tprintf(""YES"");\r\n\t\t}\r\n\t\telse\r\n\t\t{\r\n\t\t\tprintf(""NO"");\r\n\t\t}\r\n\t}\r\n\treturn 0;\r\n}\r\n\r\nint mod(int n)\r\n{\r\n\tif(n>0)\r\n\t\treturn n;\r\n\telse\r\n\t{\r\n\t\tn=0-n;\r\n\t\treturn n;\r\n\t}\r\n\t\r\n}']",A - Checking the Calendar,GNU C11,WRONG_ANSWER,724
70525936,kaiboy,"['/* Coached by Dukkha */\n#include <stdio.h>\n\n#define N 20\n#define M 20\n\nint main() {\n\tstatic int aa[N][M];\n\tint n, m, i, j, j1, j2;\n\n\tscanf(""%d%d"", &n, &m);\n\tfor (i = 0; i < n; i++)\n\t\tfor (j = 0; j < m; j++)\n\t\t\tscanf(""%d"", &aa[i][j]), aa[i][j]--;\n\tfor (j1 = 0; j1 < m; j1++)\n\t\tfor (j2 = j1; j2 < m; j2++) {\n\t\t\tint yes = 1;\n\n\t\t\tfor (i = 0; i < n; i++) {\n\t\t\t\tint tmp, cnt;\n\n\t\t\t\ttmp = aa[i][j1], aa[i][j1] = aa[i][j2], aa[i][j2] = tmp;\n\t\t\t\tcnt = 0;\n\t\t\t\tfor (j = 0; j < m; j++)\n\t\t\t\t\tif (aa[i][j] != j)\n\t\t\t\t\t\tcnt++;\n\t\t\t\ttmp = aa[i][j1], aa[i][j1] = aa[i][j2], aa[i][j2] = tmp;\n\t\t\t\tif (cnt > 2) {\n\t\t\t\t\tyes = 0;\n\t\t\t\t\tbreak;\n\t\t\t\t}\n\t\t\t}\n\t\t\tif (yes) {\n\t\t\t\tprintf(""YES\\n"");\n\t\t\t\treturn 0;\n\t\t\t}\n\t\t}\n\tprintf(""NO\\n"");\n\treturn 0;\n}\n']",B - Batch Sort,GNU C11,OK,724
